SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	LRSkill	DelType	IsAura	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	MisslesForm	MissleMoveKind	MissleSpeed	MissleLifeTime	MissleHeight	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	IsPhysical	AttackTargetType	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	AddBaseDamage	SkillType	InitialStatus	SkillSeries	DamageType	DamageTargetType	DamageVal	NpcPercent	SkillDesc	SkillLevel	IncorBuffId	IncorBAvailRating	IncorBTarget	CorBuffId	CorBAvailRating	CorBTarget	Group	Category	Category1	Category2	Category3	Barrier	AddCriProb	CriDamage	MostAffNum	CastSpeed	DoHurt	ToolTipsView	ReqView	DescView	SummonNpcId	TrapId	AddToListInit	IsTalismanSkill	IsSwitchSkill	CostItem	Threat	CommonCoolDown	LevelUpBuffId	CostSkillExp	TargetFilterInfo	InvokeHideSkillId
火羽		376		0	huoyu									800				2	1	50	18	10	8		1	1	3					0	15	1500	0	81		1											10			3											-1	3	371	3	0	40	100		6							37		3			8		200		0				对单体敌对目标造成40点火伤害，受100%咒法加成			1						3			
火羽		377		0	huoyu									800				2	1	50	18	10	8		1	1	3					0	20	1500	0	81		1											10			3											-1	3	371	3	0	45	100		7							37		3			8		200		0				对单体敌对目标造成45点火伤害，受100%咒法加成			1						3			
火羽		378		0	huoyu									800				2	1	50	18	10	8		1	1	3					0	20	1500	0	81		1											10			3											-1	3	371	3	0	50	100		8							37		3			8		200		0				对单体敌对目标造成50点火伤害，受100%咒法加成			1						3			
火羽		379		0	huoyu									800				2	1	50	18	10	8		1	1	3					0	25	1500	0	81		1											10			3											-1	3	371	3	0	55	100		9							37		3			8		200		0				对单体敌对目标造成55点火伤害，受100%咒法加成			1						3			
火羽		380		0	huoyu									800				2	1	50	18	10	8		1	1	3					0	25	1500	0	81		1											10			3											-1	3	371	3	0	60	100		10							37		3			8		200		0				对单体敌对目标造成60点火伤害，受100%咒法加成			1						3			
烈焰		391		0	lieyan									800				7	5	0	14	10	9		1	1	3					0	10	7000	0	81		1											5			3											-1	3	391	3	0	20	100		1							38		3			8		200		0				对单体敌对目标造成20点火伤害，受100%咒法加成			1						3			
烈焰		392		0	lieyan									800				7	5	0	14	10	9		1	1	3					0	20	7000	0	81		1											5			3											-1	3	391	3	0	50	100		2							38		3			8		200		0				对单体敌对目标造成50点火伤害，受100%咒法加成			1						3			
烈焰		393		0	lieyan									800				7	5	0	14	10	9		1	1	3					0	30	7000	0	81		1											5			3											-1	3	391	3	0	80	100		3							38		3			8		200		0				对单体敌对目标造成80点火伤害，受100%咒法加成			1						3			
烈焰		394		0	lieyan									800				7	5	0	14	10	9		1	1	3					0	40	7000	0	81		1											5			3											-1	3	391	3	0	110	100		4							38		3			8		200		0				对单体敌对目标造成110点火伤害，受100%咒法加成			1						3			
烈焰		395		0	lieyan									800				7	5	0	14	10	9		1	1	3					0	50	7000	0	81		1											5			3											-1	3	391	3	0	140	100		5							38		3			8		200		0				对单体敌对目标造成140点火伤害，受100%咒法加成			1						3			
地烈		401		6	dilie	\spr\skill\zhenren\dilie1.spr								800													3					0	20	3000	0	0		0											5			3											0	3	401						1							39		3			8				0				以八卦之力引发地心烈火，对目标点周围3尺范围内的敌对目标每3秒造成20点火伤害，受25%咒法加成，持续12秒		306	1						3			
地烈		402		6	dilie	\spr\skill\zhenren\dilie1.spr								800													3					0	40	3000	0	0		0											5			3											0	3	401						2							39		3			8				0				以八卦之力引发地心烈火，对目标点周围3尺范围内的敌对目标每3秒造成30点火伤害，受25%咒法加成，持续12秒		307	1						3			
地烈		403		6	dilie	\spr\skill\zhenren\dilie1.spr								800													3					0	60	3000	0	0		0											5			3											0	3	401						3							39		3			8				0				以八卦之力引发地心烈火，对目标点周围3尺范围内的敌对目标每3秒造成40点火伤害，受25%咒法加成，持续12秒		308	1						3			
地烈		404		6	dilie	\spr\skill\zhenren\dilie1.spr								800													3					0	80	3000	0	0		0											5			3											0	3	401						4							39		3			8				0				以八卦之力引发地心烈火，对目标点周围3尺范围内的敌对目标每3秒造成50点火伤害，受25%咒法加成，持续12秒		309	1						3			
地烈		405		6	dilie	\spr\skill\zhenren\dilie1.spr								800													3					0	100	3000	0	0		0											5			3											0	3	401						5							39		3			8				0				以八卦之力引发地心烈火，对目标点周围3尺范围内的敌对目标每3秒造成60点火伤害，受25%咒法加成，持续12秒		310	1						3			
天雷击顶		411		0	tianleijiding									0													3					0	100	120000	0	3		0											2			3											0	3	411						1	147	100	1				41		3			8				0				为自己附加天雷击顶效果，持续1分钟，每隔3秒对周围20尺范围内的一个随机敌对目标造成30点火伤害和30点雷伤害，分别受50%咒法加成			1						3			
天雷击顶		412		0	tianleijiding									0													3					0	200	120000	0	3		0											2			3											0	3	411						2	148	100	1				41		3			8				0				为自己附加天雷击顶效果，持续1分钟，每隔3秒对周围20尺范围内的一个随机敌对目标造成60点火伤害和60点雷伤害，分别受50%咒法加成			1						3			
聚华化伤		421		0	juhuahuashang									0													3					0	50	120000	0	3		0											6			3											0	3	421						1	150	100	1				43		3			8				0				为自己附加聚华化伤效果，消耗法力抵消15%的物理或法术伤害，持续60秒			1						3			
聚华化伤		422		0	juhuahuashang									0													3					0	100	120000	0	3		0											6			3											0	3	421						2	151	100	1				43		3			8				0				为自己附加聚华化伤效果，消耗法力抵消18%的物理或法术伤害，持续60秒			1						3			
聚华化伤		423		0	juhuahuashang									0													3					0	150	120000	0	3		0											6			3											0	3	421						3	152	100	1				43		3			8				0				为自己附加聚华化伤效果，消耗法力抵消21%的物理或法术伤害，持续60秒			1						3			
聚华化伤		424		0	juhuahuashang									0													3					0	200	120000	0	3		0											6			3											0	3	421						4	153	100	1				43		3			8				0				为自己附加聚华化伤效果，消耗法力抵消24%的物理或法术伤害，持续60秒			1						3			
聚华化伤		425		0	juhuahuashang									0													3					0	250	120000	0	3		0											6			3											0	3	421						5	154	100	1				43		3			8				0				为自己附加聚华化伤效果，消耗法力抵消27%的物理或法术伤害，持续60秒			1						3			
聚华化伤		426		0	juhuahuashang									0													3					0	300	120000	0	3		0											6			3											0	3	421						6	155	100	1				43		3			8				0				为自己附加聚华化伤效果，消耗法力抵消30%的物理或法术伤害，持续60秒			1						3			
离坎易位		431		0	likanyiwei									0													3					0	20	2000	0	3		0											3			3											0	3	431						1	156	100	1				44		3			8				0				自由的操控火与水的力量，第一次使用为自己附加离火效果，火系伤害增强10%；再次使用切换为坎冰效果，冰系效果持续时间延长20%			1						3			
离坎易位		432		0	likanyiwei									0													3					0	50	2000	0	3		0											3			3											0	3	431						2	157	100	1				44		3			8				0				自由的操控火与水的力量，第一次使用为自己附加离火效果，火系伤害增强15%；再次使用切换为坎冰效果，冰系效果持续时间延长30%			1						3			
离坎易位		433		0	likanyiwei									0													3					0	80	2000	0	3		0											3			3											0	3	431						3	158	100	1				44		3			8				0				自由的操控火与水的力量，第一次使用为自己附加离火效果，火系伤害增强20%；再次使用切换为坎冰效果，冰系效果持续时间延长40%			1						3			
虚空法界		441		0	xukongfajie									0													3					0	100	120000	0	3		0											4			3											0	3	441						1	162	100	1				45		3			8				1000				在自己身体表面制造一个虚空法界，免疫所有伤害和效果，不可移动，使用技能或物品会打破法界，持续2秒			1						3			
虚空法界		442		0	xukongfajie									0													3					0	200	120000	0	3		0											4			3											0	3	441						2	163	100	1				45		3			8				1000				在自己身体表面制造一个虚空法界，免疫所有伤害和效果，不可移动，使用技能或物品会打破法界，持续3秒			1						3			
虚空法界		443		0	xukongfajie									0													3					0	300	120000	0	3		0											4			3											0	3	441						3	164	100	1				45		3			8				1000				在自己身体表面制造一个虚空法界，免疫所有伤害和效果，不可移动，使用技能或物品会打破法界，持续4秒			1						3			
虚空法界		444		0	xukongfajie									0													3					0	400	120000	0	3		0											4			3											0	3	441						4	165	100	1				45		3			8				1000				在自己身体表面制造一个虚空法界，免疫所有伤害和效果，不可移动，使用技能或物品会打破法界，持续5秒			1						3			
寒晶咒		451		0	hanjingzhou	\spr\skill\zhenren\hanjingzhou1.spr								800				2	1	50	18	10	10		1	1	3					0	10	1500	0	81		1											10			3											-1	3	451	2	0	5	100		1	166	100	2				46		3			8		200		0				对单体敌对目标造成5点水伤害，受100%咒法加成，并降低其移动速度20，持续5秒			1						3			
寒晶咒		452		0	hanjingzhou	\spr\skill\zhenren\hanjingzhou1.spr								800				2	1	50	18	10	10		1	1	3					0	10	1500	0	81		1											10			3											-1	3	451	2	0	10	100		2	167	100	2				46		3			8		200		0				对单体敌对目标造成10点水伤害，受100%咒法加成，并降低其移动速度23，持续5秒			1						3			
寒晶咒		453		0	hanjingzhou	\spr\skill\zhenren\hanjingzhou1.spr								800				2	1	50	18	10	10		1	1	3					0	20	1500	0	81		1											10			3											-1	3	451	2	0	15	100		3	168	100	2				46		3			8		200		0				对单体敌对目标造成15点水伤害，受100%咒法加成，并降低其移动速度26，持续5秒			1						3			
寒晶咒		454		0	hanjingzhou	\spr\skill\zhenren\hanjingzhou1.spr								800				2	1	50	18	10	10		1	1	3					0	20	1500	0	81		1											10			3											-1	3	451	2	0	20	100		4	169	100	2				46		3			8		200		0				对单体敌对目标造成20点水伤害，受100%咒法加成，并降低其移动速度29，持续5秒			1						3			
寒晶咒		455		0	hanjingzhou	\spr\skill\zhenren\hanjingzhou1.spr								800				2	1	50	18	10	10		1	1	3					0	30	1500	0	81		1											10			3											-1	3	451	2	0	25	100		5	170	100	2				46		3			8		200		0				对单体敌对目标造成25点水伤害，受100%咒法加成，并降低其移动速度32，持续5秒			1						3			
寒晶咒		456		0	hanjingzhou	\spr\skill\zhenren\hanjingzhou1.spr								800				2	1	50	18	10	10		1	1	3					0	30	1500	0	81		1											10			3											-1	3	451	2	0	30	100		6	171	100	2				46		3			8		200		0				对单体敌对目标造成30点水伤害，受100%咒法加成，并降低其移动速度35，持续5秒			1						3			
寒晶咒		457		0	hanjingzhou	\spr\skill\zhenren\hanjingzhou1.spr								800				2	1	50	18	10	10		1	1	3					0	40	1500	0	81		1											10			3											-1	3	451	2	0	35	100		7	172	100	2				46		3			8		200		0				对单体敌对目标造成35点水伤害，受100%咒法加成，并降低其移动速度38，持续5秒			1						3			
寒晶咒		458		0	hanjingzhou	\spr\skill\zhenren\hanjingzhou1.spr								800				2	1	50	18	10	10		1	1	3					0	40	1500	0	81		1											10			3											-1	3	451	2	0	40	100		8	173	100	2				46		3			8		200		0				对单体敌对目标造成40点水伤害，受100%咒法加成，并降低其移动速度41，持续5秒			1						3			
寒晶咒		459		0	hanjingzhou	\spr\skill\zhenren\hanjingzhou1.spr								800				2	1	50	18	10	10		1	1	3					0	50	1500	0	81		1											10			3											-1	3	451	2	0	45	100		9	174	100	2				46		3			8		200		0				对单体敌对目标造成45点水伤害，受100%咒法加成，并降低其移动速度44，持续5秒			1						3			
寒晶咒		460		0	hanjingzhou	\spr\skill\zhenren\hanjingzhou1.spr								800				2	1	50	18	10	10		1	1	3					0	50	1500	0	81		1											10			3											-1	3	451	2	0	50	100		10	175	100	2				46		3			8		200		0				对单体敌对目标造成50点水伤害，受100%咒法加成，并降低其移动速度47，持续5秒			1						3			
玄冰缚		471		4	xuanbingfu	\spr\skill\zhenren\xuanbingfu1.spr								480													3					0	20	30000	0	80		1											3			3											-1	3	471						1	176,179	100,100	2,1				47		3			8		200		0				在周围15尺范围内制造一片玄冰，使范围内的敌对目标无法移动，八卦抗性降低20点，持续5秒			1						3			
玄冰缚		472		4	xuanbingfu	\spr\skill\zhenren\xuanbingfu1.spr								480													3					0	40	30000	0	80		1											3			3											-1	3	471						2	177,179	100,100	2,1				47		3			8		200		0				在周围15尺范围内制造一片玄冰，使范围内的敌对目标无法移动，八卦抗性降低40点，持续5秒			1						3			
玄冰缚		473		4	xuanbingfu	\spr\skill\zhenren\xuanbingfu1.spr								480													3					0	60	30000	0	80		1											3			3											-1	3	471						3	178,179	100,100	2,1				47		3			8		200		0				在周围15尺范围内制造一片玄冰，使范围内的敌对目标无法移动，八卦抗性降低60点，持续5秒			1						3			
冰封万里		481		4	bingfengwanli	\spr\skill\zhenren\bingfengwanli.spr								480													3					0	50	15000	0	80		1											4			3											-1	3	481	2	0	20	100		1							48		3			8		200		0				对周围15尺范围内的敌对目标造成20点水伤害，受100%咒法加成，冰封万里对被玄冰缚作用的目标爆击率额外加成30%			1						3			
冰封万里		482		4	bingfengwanli	\spr\skill\zhenren\bingfengwanli.spr								480													3					0	100	15000	0	80		1											4			3											-1	3	481	2	0	40	100		2							48		3			8		200		0				对周围15尺范围内的敌对目标造成40点水伤害，受100%咒法加成，冰封万里对被玄冰缚作用的目标爆击率额外加成30%			1						3			
冰封万里		483		4	bingfengwanli	\spr\skill\zhenren\bingfengwanli.spr								480													3					0	150	15000	0	80		1											4			3											-1	3	481	2	0	60	100		3							48		3			8		200		0				对周围15尺范围内的敌对目标造成60点水伤害，受100%咒法加成，冰封万里对被玄冰缚作用的目标爆击率额外加成30%			1						3			
冰封万里		484		4	bingfengwanli	\spr\skill\zhenren\bingfengwanli.spr								480													3					0	200	15000	0	80		1											4			3											-1	3	481	2	0	80	100		4							48		3			8		200		0				对周围15尺范围内的敌对目标造成80点水伤害，受100%咒法加成，冰封万里对被玄冰缚作用的目标爆击率额外加成30%			1						3			
一气三清		491		0	yiqisanqing	\spr\skill\zhenren\yiqisanqing.spr								0													3					0	300	300000	0	3		0											4			3											0	3	491						1	180	100	1				49		3			8				0				老君一气化三清，召唤老子的化身，攻击目标，化身持续30秒			1						3			
一气三清		492		0	yiqisanqing	\spr\skill\zhenren\yiqisanqing.spr								0													3					0	300	300000	0	3		0											4			3											0	3	491						2	181	100	1				49		3			8				0				老君一气化三清，召唤老子的化身，攻击目标，化身持续30秒			1						3			
一气三清		493		0	yiqisanqing	\spr\skill\zhenren\yiqisanqing.spr								0													3					0	300	300000	0	3		0											4			3											0	3	491						3	182	100	1				49		3			8				0				老君一气化三清，召唤老子的化身，攻击目标，化身持续30秒			1						3			
一气三清		494		0	yiqisanqing	\spr\skill\zhenren\yiqisanqing.spr								0													3					0	300	300000	0	3		0											4			3											0	3	491						4	183	100	1				49		3			8				0				老君一气化三清，召唤老子的化身，攻击目标，化身持续30秒			1						3			
冥雷		501		0	minglei	\spr\skill\tianshi\minglei1.spr								800				7	5	0	15	10	11		1	1	3					0	5	1500	0	81		1											10			4											-1	3	501	6	0	10	100		1							50		4			8		200		0				对单体敌对目标造成10点阴伤害，受100%咒法加成			1						3			
冥雷		502		0	minglei	\spr\skill\tianshi\minglei1.spr								800				7	5	0	15	10	11		1	1	3					0	10	1500	0	81		1											10			4											-1	3	501	6	0	15	100		2							50		4			8		200		0				对单体敌对目标造成15点阴伤害，受100%咒法加成			1						3			
冥雷		503		0	minglei	\spr\skill\tianshi\minglei1.spr								800				7	5	0	15	10	11		1	1	3					0	15	1500	0	81		1											10			4											-1	3	501	6	0	20	100		3							50		4			8		200		0				对单体敌对目标造成20点阴伤害，受100%咒法加成			1						3			
冥雷		504		0	minglei	\spr\skill\tianshi\minglei1.spr								800				7	5	0	15	10	11		1	1	3					0	20	1500	0	81		1											10			4											-1	3	501	6	0	25	100		4							50		4			8		200		0				对单体敌对目标造成25点阴伤害，受100%咒法加成			1						3			
冥雷		505		0	minglei	\spr\skill\tianshi\minglei1.spr								800				7	5	0	15	10	11		1	1	3					0	25	1500	0	81		1											10			4											-1	3	501	6	0	30	100		5							50		4			8		200		0				对单体敌对目标造成30点阴伤害，受100%咒法加成			1						3			
冥雷		506		0	minglei	\spr\skill\tianshi\minglei1.spr								800				7	5	0	15	10	11		1	1	3					0	30	1500	0	81		1											10			4											-1	3	501	6	0	35	100		6							50		4			8		200		0				对单体敌对目标造成35点阴伤害，受100%咒法加成			1						3			
冥雷		507		0	minglei	\spr\skill\tianshi\minglei1.spr								800				7	5	0	15	10	11		1	1	3					0	35	1500	0	81		1											10			4											-1	3	501	6	0	40	100		7							50		4			8		200		0				对单体敌对目标造成40点阴伤害，受100%咒法加成			1						3			
冥雷		508		0	minglei	\spr\skill\tianshi\minglei1.spr								800				7	5	0	15	10	11		1	1	3					0	40	1500	0	81		1											10			4											-1	3	501	6	0	45	100		8							50		4			8		200		0				对单体敌对目标造成45点阴伤害，受100%咒法加成			1						3			
冥雷		509		0	minglei	\spr\skill\tianshi\minglei1.spr								800				7	5	0	15	10	11		1	1	3					0	45	1500	0	81		1											10			4											-1	3	501	6	0	50	100		9							50		4			8		200		0				对单体敌对目标造成50点阴伤害，受100%咒法加成			1						3			
冥雷		510		0	minglei	\spr\skill\tianshi\minglei1.spr								800				7	5	0	15	10	11		1	1	3					0	50	1500	0	81		1											10			4											-1	3	501	6	0	55	100		10							50		4			8		200		0				对单体敌对目标造成55点阴伤害，受100%咒法加成			1						3			
五咒		521		0	wuzhou	\spr\skill\tianshi\wuzhou1.spr								800													3					0	10	8000	0	81		1											5			4												3	521						1	185	100	2				51		4			8				0				对单体敌对目标连续使用五咒，给目标添加有害效果，每1级增加一个新效果。第1级—金效果，每3秒造成10点阴伤害，持续15秒；第2级—木效果，每3秒造成20点阴伤害，降低玄冥抗性50%，持续30秒；第3级—水效果，每2秒造成40点阴伤害，降低移动速度20%，持续10秒；第4级—火效果，每秒造成60点阴伤害，持续5秒，5秒后造成200点火伤害；第5级—土效果，降低伤害输出50%，护甲，八卦，玄冥抗性50点，持续20秒，不可被驱散。			1						3			
五咒		522		0	wuzhou	\spr\skill\tianshi\wuzhou1.spr								800													3					0	20	8000	0	81		1											5			4												3	521						2	186	100	2				51		4			8				0				对单体敌对目标连续使用五咒，给目标添加有害效果，每1级增加一个新效果。第1级—金效果，每3秒造成10点阴伤害，持续15秒；第2级—木效果，每3秒造成20点阴伤害，降低玄冥抗性50%，持续30秒；第3级—水效果，每2秒造成40点阴伤害，降低移动速度20%，持续10秒；第4级—火效果，每秒造成60点阴伤害，持续5秒，5秒后造成200点火伤害；第5级—土效果，降低伤害输出50%，护甲，八卦，玄冥抗性50点，持续20秒，不可被驱散。			1						3			
五咒		523		0	wuzhou	\spr\skill\tianshi\wuzhou1.spr								800													3					0	30	8000	0	81		1											5			4												3	521						3	187	100	2				51		4			8				0				对单体敌对目标连续使用五咒，给目标添加有害效果，每1级增加一个新效果。第1级—金效果，每3秒造成10点阴伤害，持续15秒；第2级—木效果，每3秒造成20点阴伤害，降低玄冥抗性50%，持续30秒；第3级—水效果，每2秒造成40点阴伤害，降低移动速度20%，持续10秒；第4级—火效果，每秒造成60点阴伤害，持续5秒，5秒后造成200点火伤害；第5级—土效果，降低伤害输出50%，护甲，八卦，玄冥抗性50点，持续20秒，不可被驱散。			1						3			
五咒		524		0	wuzhou	\spr\skill\tianshi\wuzhou1.spr								800													3					0	40	8000	0	81		1											5			4												3	521						4	188	100	2				51		4			8				0				对单体敌对目标连续使用五咒，给目标添加有害效果，每1级增加一个新效果。第1级—金效果，每3秒造成10点阴伤害，持续15秒；第2级—木效果，每3秒造成20点阴伤害，降低玄冥抗性50%，持续30秒；第3级—水效果，每2秒造成40点阴伤害，降低移动速度20%，持续10秒；第4级—火效果，每秒造成60点阴伤害，持续5秒，5秒后造成200点火伤害；第5级—土效果，降低伤害输出50%，护甲，八卦，玄冥抗性50点，持续20秒，不可被驱散。			1						3			
五咒		525		0	wuzhou	\spr\skill\tianshi\wuzhou1.spr								800													3					0	50	8000	0	81		1											5			4												3	521						5	189	100	2				51		4			8				0				对单体敌对目标连续使用五咒，给目标添加有害效果，每1级增加一个新效果。第1级—金效果，每3秒造成10点阴伤害，持续15秒；第2级—木效果，每3秒造成20点阴伤害，降低玄冥抗性50%，持续30秒；第3级—水效果，每2秒造成40点阴伤害，降低移动速度20%，持续10秒；第4级—火效果，每秒造成60点阴伤害，持续5秒，5秒后造成200点火伤害；第5级—土效果，降低伤害输出50%，护甲，八卦，玄冥抗性50点，持续20秒，不可被驱散。			1						3			
红砂阵		531		0	hongshazhen	\spr\skill\tianshi\hongshazhen1.spr								800													3					0	100	90000	0	163		0											3			4											1	3	531						1	194	100	2				57		4			8				0				在自己或队友周围10尺范围内布下红砂阵，不可被驱散，每隔2秒释放一次红砂效果，降低敌对目标移动速度10%，护甲20点，并使其被治疗或使用回复生命的药品时效果降低20%			1						3			
红砂阵		532		0	hongshazhen	\spr\skill\tianshi\hongshazhen1.spr								800													3					0	200	90000	0	163		0											3			4											1	3	531						2	195	100	2				57		4			8				0				在自己或队友周围10尺范围内布下红砂阵，不可被驱散，每隔2秒释放一次红砂效果，降低敌对目标移动速度10%，护甲30点，并使其被治疗或使用回复生命的药品时效果降低30%			1						3			
红砂阵		533		0	hongshazhen	\spr\skill\tianshi\hongshazhen1.spr								800													3					0	300	90000	0	163		0											3			4											1	3	531						3	196	100	2				57		4			8				0				在自己或队友周围10尺范围内布下红砂阵，不可被驱散，每隔2秒释放一次红砂效果，降低敌对目标移动速度10%，护甲40点，并使其被治疗或使用回复生命的药品时效果降低40%			1						3			
狮象		541		0	shixiang	\spr\skill\tianshi\shixiang.spr								0													3					0	50	300000	0	3		0											5			4											0	3	541	8	0	-50	-100		1	200	100	1				59		4			8				0				为自己回复生命50点，受100%咒法加成，同时附加狮象效果，增加生命上限50点，持续5分钟			1						3			
狮象		542		0	shixiang	\spr\skill\tianshi\shixiang.spr								0													3					0	100	300000	0	3		0											5			4											0	3	541	8	0	-100	-100		2	201	100	1				59		4			8				0				为自己回复生命100点，受100%咒法加成，同时附加狮象效果，增加生命上限100点，持续5分钟			1						3			
狮象		543		0	shixiang	\spr\skill\tianshi\shixiang.spr								0													3					0	150	300000	0	3		0											5			4											0	3	541	8	0	-150	-100		3	202	100	1				59		4			8				0				为自己回复生命150点，受100%咒法加成，同时附加狮象效果，增加生命上限150点，持续5分钟			1						3			
狮象		544		0	shixiang	\spr\skill\tianshi\shixiang.spr								0													3					0	200	300000	0	3		0											5			4											0	3	541	8	0	-200	-100		4	203	100	1				59		4			8				0				为自己回复生命200点，受100%咒法加成，同时附加狮象效果，增加生命上限200点，持续5分钟			1						3			
狮象		545		0	shixiang	\spr\skill\tianshi\shixiang.spr								0													3					0	250	300000	0	3		0											5			4											0	3	541	8	0	-250	-100		5	204	100	1				59		4			8				0				为自己回复生命250点，受100%咒法加成，同时附加狮象效果，增加生命上限250点，持续5分钟			1						3			
龟甲		551		0	guijia									0													3					0	100	60000	0	3		0											5			4											0	3	551						1	205	100	1				60		4			8				0				为自己附加龟甲效果，受到近战物理伤害时，反弹20%，吸收20%，吸收部分按1：2的比例转化为法力，持续5秒			1						3			
龟甲		552		0	guijia									0													3					0	200	60000	0	3		0											5			4											0	3	551						2	206	100	1				60		4			8				0				为自己附加龟甲效果，受到近战物理伤害时，反弹30%，吸收25%，吸收部分按1：2的比例转化为法力，持续5秒			1						3			
龟甲		553		0	guijia									0													3					0	300	60000	0	3		0											5			4											0	3	551						3	207	100	1				60		4			8				0				为自己附加龟甲效果，受到近战物理伤害时，反弹40%，吸收30%，吸收部分按1：2的比例转化为法力，持续5秒			1						3			
龟甲		554		0	guijia									0													3					0	400	60000	0	3		0											5			4											0	3	551						4	208	100	1				60		4			8				0				为自己附加龟甲效果，受到近战物理伤害时，反弹50%，吸收35%，吸收部分按1：2的比例转化为法力，持续5秒			1						3			
龟甲		555		0	guijia									0													3					0	500	60000	0	3		0											5			4											0	3	551						5	209	100	1				60		4			8				0				为自己附加龟甲效果，受到近战物理伤害时，反弹60%，吸收40%，吸收部分按1：2的比例转化为法力，持续5秒			1						3			
鹏翔		561		9	pengxiang	\spr\skill\tianshi\pengxiang1.spr								960				1	0	0	9	10	13		1	1	3					0	50	60000	0	2		0											3			4											0	3	561						1							61		4			8				0				迅速移动到目标点			1						3			
鹏翔		562		9	pengxiang	\spr\skill\tianshi\pengxiang1.spr								960				1	0	0	9	10	13		1	1	3					0	100	45000	0	2		0											3			4											0	3	561						2							61		4			8				0				迅速移动到目标点			1						3			
鹏翔		563		9	pengxiang	\spr\skill\tianshi\pengxiang1.spr								960				1	0	0	9	10	13		1	1	3					0	200	30000	0	2		0											3			4											0	3	561						3							61		4			8				0				迅速移动到目标点			1						3			
混元咒		571		0	hunyuanzhou	\spr\skill\tianshi\hunyuanzhou1.spr								800													3					0	20	5000	0	81		1											9			4											-1	3	571						1	210	100	2				62		4			8				0				给单体敌对目标附加混元咒效果，每3秒燃烧其20点法力，同时造成20点毒伤害，分别受10%咒法加成，持续15秒，法力为0时效果消失			1						3			
混元咒		572		0	hunyuanzhou	\spr\skill\tianshi\hunyuanzhou1.spr								800													3					0	40	5000	0	81		1											9			4											-1	3	571						2	211	100	2				62		4			8				0				给单体敌对目标附加混元咒效果，每3秒燃烧其30点法力，同时造成30点毒伤害，分别受10%咒法加成，持续15秒，法力为0时效果消失			1						3			
混元咒		573		0	hunyuanzhou	\spr\skill\tianshi\hunyuanzhou1.spr								800													3					0	60	5000	0	81		1											9			4											-1	3	571						3	212	100	2				62		4			8				0				给单体敌对目标附加混元咒效果，每3秒燃烧其40点法力，同时造成40点毒伤害，分别受10%咒法加成，持续15秒，法力为0时效果消失			1						3			
混元咒		574		0	hunyuanzhou	\spr\skill\tianshi\hunyuanzhou1.spr								800													3					0	80	5000	0	81		1											9			4											-1	3	571						4	213	100	2				62		4			8				0				给单体敌对目标附加混元咒效果，每3秒燃烧其50点法力，同时造成50点毒伤害，分别受10%咒法加成，持续15秒，法力为0时效果消失			1						3			
混元咒		575		0	hunyuanzhou	\spr\skill\tianshi\hunyuanzhou1.spr								800													3					0	100	5000	0	81		1											9			4											-1	3	571						5	214	100	2				62		4			8				0				给单体敌对目标附加混元咒效果，每3秒燃烧其60点法力，同时造成60点毒伤害，分别受10%咒法加成，持续15秒，法力为0时效果消失			1						3			
混元咒		576		0	hunyuanzhou	\spr\skill\tianshi\hunyuanzhou1.spr								800													3					0	120	5000	0	81		1											9			4											-1	3	571						6	215	100	2				62		4			8				0				给单体敌对目标附加混元咒效果，每3秒燃烧其70点法力，同时造成70点毒伤害，分别受10%咒法加成，持续15秒，法力为0时效果消失			1						3			
混元咒		577		0	hunyuanzhou	\spr\skill\tianshi\hunyuanzhou1.spr								800													3					0	140	5000	0	81		1											9			4											-1	3	571						7	216	100	2				62		4			8				0				给单体敌对目标附加混元咒效果，每3秒燃烧其80点法力，同时造成80点毒伤害，分别受10%咒法加成，持续15秒，法力为0时效果消失			1						3			
混元咒		578		0	hunyuanzhou	\spr\skill\tianshi\hunyuanzhou1.spr								800													3					0	160	5000	0	81		1											9			4											-1	3	571						8	217	100	2				62		4			8				0				给单体敌对目标附加混元咒效果，每3秒燃烧其90点法力，同时造成90点毒伤害，分别受10%咒法加成，持续15秒，法力为0时效果消失			1						3			
混元咒		579		0	hunyuanzhou	\spr\skill\tianshi\hunyuanzhou1.spr								800													3					0	180	5000	0	81		1											9			4											-1	3	571						9	218	100	2				62		4			8				0				给单体敌对目标附加混元咒效果，每3秒燃烧其100点法力，同时造成100点毒伤害，分别受10%咒法加成，持续15秒，法力为0时效果消失			1						3			
呼名法		591		0	humingfa	\spr\skill\tianshi\humingfa1.spr								800													3					0	100	30000	0	81		1											2			4											-1	3	591						1	219	100	2				64		4			8				0				驱散敌对目标身上的有益效果			1						3			
