Name	Kind	Camp	Series	Treasure	Treasure1	HeadImageSet	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	CuffType	BootType	ShoulderType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Skill2	Skill3	Skill4	Skill5	ActionScript	ActionTime	BreakTime	LevelScript	ExpParam	SkillExp	LifeParam	LifeReplenish	ARParam	DefenseParam	MinMeleeDamage	MaxMeleeDamage	MinRangeDamage	MaxRangeDamage	MinFireDamage	MaxFireDamage	MinColdDamage	MaxColdDamage	MinWindDamage	MaxWindDamage	MinLightingDamage	MaxLightingDamage	MinBlackDamage	MaxBlackDamage	MinPoisonDamage	MaxPoisonDamage	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	MeleeResist	RangeResist	FireResist	ColdResist	WindResist	LightResist	BlackResist	PoisonResist	ReviveFrame	Stature	DropRateFile	DropRateFile1	DropRateFile2	DropRateFile3	AIMaxTime	BarrierW	BarrierH	DeathScript	NpcColor	ReviveBuff	DeathBuff	GUID	LifeBarType	ShowLifePercent	NameColor	Blood			
Áéºü¹â»·44	0	6	0	1	1				14				battle001	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1590,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,250	0|0	100,0,0,80	100,0,0,40	100,0,0,0	100,0,0,0															7	13	18	18	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	110					20	1	1	\script\main.lua	0	242|331									
Áéºü¹â»·45	0	6	0	1	1				14				battle001	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1591,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,300	0|0	100,0,0,90	100,0,0,50	100,0,0,0	100,0,0,0															7	13	18	18	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	110					20	1	1	\script\main.lua	0	242|331									
Áéºü¹â»·46	0	6	0	1	1				14				battle001	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1592,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,350	0|0	100,0,0,100	100,0,0,60	100,0,0,0	100,0,0,0															7	13	18	18	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	110					20	1	1	\script\main.lua	0	242|331									
Áéºü¹â»·47	0	6	0	1	1				14				battle001	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1593,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,400	0|0	100,0,0,110	100,0,0,70	100,0,0,0	100,0,0,0															7	13	18	18	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	110					20	1	1	\script\main.lua	0	242|331									
Áéºü¹â»·48	0	6	0	1	1				14				battle001	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1594,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,450	0|0	100,0,0,120	100,0,0,80	100,0,0,0	100,0,0,0															7	13	18	18	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	110					20	1	1	\script\main.lua	0	242|331									
Áéºü¹â»·49	0	6	0	1	1				14				battle001	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1595,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,500	0|0	100,0,0,130	100,0,0,90	100,0,0,0	100,0,0,0															7	13	18	18	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	110					20	1	1	\script\main.lua	0	242|331									
Áéºü¹â»·51	0	6	0	1	1				14				battle001	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1587,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,100	0|0	100,0,0,50	100,0,0,10	100,0,0,0	100,0,0,0															7	13	18	18	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	110					20	1	1	\script\main.lua	0	243|331									
Áéºü¹â»·52	0	6	0	1	1				14				battle001	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1588,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,150	0|0	100,0,0,60	100,0,0,20	100,0,0,0	100,0,0,0															7	13	18	18	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	110					20	1	1	\script\main.lua	0	243|331									
Áéºü¹â»·53	0	6	0	1	1				14				battle001	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1589,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,200	0|0	100,0,0,70	100,0,0,30	100,0,0,0	100,0,0,0															7	13	18	18	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	110					20	1	1	\script\main.lua	0	243|331									
Áéºü¹â»·54	0	6	0	1	1				14				battle001	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1590,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,250	0|0	100,0,0,80	100,0,0,40	100,0,0,0	100,0,0,0															7	13	18	18	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	110					20	1	1	\script\main.lua	0	243|331									
Áéºü¹â»·55	0	6	0	1	1				14				battle001	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1591,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,300	0|0	100,0,0,90	100,0,0,50	100,0,0,0	100,0,0,0															7	13	18	18	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	110					20	1	1	\script\main.lua	0	243|331									
Áéºü¹â»·56	0	6	0	1	1				14				battle001	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1592,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,350	0|0	100,0,0,100	100,0,0,60	100,0,0,0	100,0,0,0															7	13	18	18	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	110					20	1	1	\script\main.lua	0	243|331									
Áéºü¹â»·57	0	6	0	1	1				14				battle001	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1593,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,400	0|0	100,0,0,110	100,0,0,70	100,0,0,0	100,0,0,0															7	13	18	18	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	110					20	1	1	\script\main.lua	0	243|331									
Áéºü¹â»·58	0	6	0	1	1				14				battle001	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1594,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,450	0|0	100,0,0,120	100,0,0,80	100,0,0,0	100,0,0,0															7	13	18	18	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	110					20	1	1	\script\main.lua	0	243|331									
Áéºü¹â»·59	0	6	0	1	1				14				battle001	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1595,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,500	0|0	100,0,0,130	100,0,0,90	100,0,0,0	100,0,0,0															7	13	18	18	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	110					20	1	1	\script\main.lua	0	243|331									
»ð·ï1	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1646,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000	0|0	100,0,0,50	100,0,0,100	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	332									
»ð·ï2	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1647,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1200	0|0	100,0,0,60	100,0,0,110	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	332									
»ð·ï3	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1648,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1400	0|0	100,0,0,70	100,0,0,120	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	332									
»ð·ï4	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1649,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1600	0|0	100,0,0,80	100,0,0,130	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	332									
»ð·ï5	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1650,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1800	0|0	100,0,0,90	100,0,0,140	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	332									
»ð·ï6	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1651,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,2000	0|0	100,0,0,100	100,0,0,150	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	332									
»ð·ï11	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1646,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000	0|0	100,0,0,50	100,0,0,100	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	258|332									
»ð·ï12	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1647,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1200	0|0	100,0,0,60	100,0,0,110	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	258|332									
»ð·ï13	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1648,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1400	0|0	100,0,0,70	100,0,0,120	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	258|332									
»ð·ï14	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1649,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1600	0|0	100,0,0,80	100,0,0,130	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	258|332									
»ð·ï15	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1650,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1800	0|0	100,0,0,90	100,0,0,140	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	258|332									
»ð·ï16	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1651,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,2000	0|0	100,0,0,100	100,0,0,150	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	258|332									
»ð·ï21	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1646,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000	0|0	100,0,0,50	100,0,0,100	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	259|332									
»ð·ï22	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1647,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1200	0|0	100,0,0,60	100,0,0,110	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	259|332									
»ð·ï23	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1648,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1400	0|0	100,0,0,70	100,0,0,120	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	259|332									
»ð·ï24	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1649,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1600	0|0	100,0,0,80	100,0,0,130	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	259|332									
»ð·ï25	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1650,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1800	0|0	100,0,0,90	100,0,0,140	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	259|332									
»ð·ï26	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1651,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,2000	0|0	100,0,0,100	100,0,0,150	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	259|332									
»ð·ï31	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1646,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000	0|0	100,0,0,50	100,0,0,100	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	260|332									
»ð·ï32	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1647,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1200	0|0	100,0,0,60	100,0,0,110	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	260|332									
»ð·ï33	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1648,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1400	0|0	100,0,0,70	100,0,0,120	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	260|332									
»ð·ï34	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1649,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1600	0|0	100,0,0,80	100,0,0,130	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	260|332									
»ð·ï35	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1650,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1800	0|0	100,0,0,90	100,0,0,140	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	260|332									
»ð·ï36	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1651,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,2000	0|0	100,0,0,100	100,0,0,150	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	260|332									
»ð·ï41	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1646,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000	0|0	100,0,0,50	100,0,0,100	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	261|332									
»ð·ï42	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1647,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1200	0|0	100,0,0,60	100,0,0,110	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	261|332									
»ð·ï43	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1648,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1400	0|0	100,0,0,70	100,0,0,120	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	261|332									
»ð·ï44	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1649,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1600	0|0	100,0,0,80	100,0,0,130	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	261|332									
»ð·ï45	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1650,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1800	0|0	100,0,0,90	100,0,0,140	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	261|332									
»ð·ï46	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1651,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,2000	0|0	100,0,0,100	100,0,0,150	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	261|332									
»ð·ï51	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1646,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000	0|0	100,0,0,50	100,0,0,100	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	262|332									
»ð·ï52	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1647,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1200	0|0	100,0,0,60	100,0,0,110	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	262|332									
»ð·ï53	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1648,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1400	0|0	100,0,0,70	100,0,0,120	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	262|332									
»ð·ï54	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1649,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1600	0|0	100,0,0,80	100,0,0,130	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	262|332									
»ð·ï55	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1650,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1800	0|0	100,0,0,90	100,0,0,140	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	262|332									
»ð·ï56	0	6	0	1	1				14				battle003	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1651,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,2000	0|0	100,0,0,100	100,0,0,150	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	160					20	1	1	\script\main.lua	0	262|332									
Ðþ¹ê1	0	6	0	1	1				14				battle005	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1691,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,600	0|0	100,0,0,50	100,0,0,100	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	110					20	1	1	\script\main.lua	0	333									
Ðþ¹ê2	0	6	0	1	1				14				battle005	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1692,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,800	0|0	100,0,0,60	100,0,0,110	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	110					20	1	1	\script\main.lua	0	333									
Ðþ¹ê3	0	6	0	1	1				14				battle005	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1693,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1000	0|0	100,0,0,70	100,0,0,120	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	110					20	1	1	\script\main.lua	0	333									
Ðþ¹ê4	0	6	0	1	1				14				battle005	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1694,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1200	0|0	100,0,0,80	100,0,0,130	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	110					20	1	1	\script\main.lua	0	333									
Ðþ¹ê5	0	6	0	1	1				14				battle005	0	0	0	0	0	0	0	0	28	38	12	15	11	20	1695,100,1					\script\main.lua			\script\npclevelscript\npclevelscript.lua	100,0,0,0	100,0,0,0	100,0,0,1400	0|0	100,0,0,90	100,0,0,140	100,0,0,0	100,0,0,0															7	9	15	15	300	50	1500	1	200	0	1000	20	10	0	0	50	50			50|0	20|0	35|0	35|0	35|0	0|0	1080	110					20	1	1	\script\main.lua	0	333									
