名称	道具种类	具体类别	详细类别	最小类别	对应物件索引	说明文字	动画文件	二级动画文件	品质	档次	爻装	爻装附加概率	价格	系统收购价格	负重	叠加	耐久	套装ID	脚本名	buff目标	Buff1	Buff2	Buff3	SkillID	SkillTarget	Group	CDTime	ActionTime	Log	换装部件	等级需求	职业需求	系需求	灵需求	力需求	体需求	术需求	物攻需求	魔攻需求	是否可修理	是否可以丢弃	ItemBUFF是否直接生效	是否可以交换	是否可拆爻	是否可升级	法宝蕴魂上限	法宝技能BUFF	是否可以出售	是否会死亡掉落	是否唯一	拿起音效	放下音效	使用音效	蕴魂	掉落npcid	显示类型
夺魄虎妖召唤卷轴	1	76	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2031										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
叛军先锋召唤卷轴	1	77	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2032										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
蛮鱼怪召唤卷轴	1	78	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2033										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
蓝叉鱼怪召唤卷轴	1	79	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2034										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
虾兵召唤卷轴	1	80	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2035										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
蟹将召唤卷轴	1	81	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2036										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
亡命客召唤卷轴	1	82	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2037										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
独行盗召唤卷轴	1	83	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2038										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
盗墓贼召唤卷轴	1	84	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2039										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
叛军刺客召唤卷轴	1	85	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2040										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
叛军勇士召唤卷轴	1	86	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2041										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
叛军术士召唤卷轴	1	87	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2042										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
风巽小妖召唤卷轴	1	88	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2043										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
山艮小妖召唤卷轴	1	89	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2044										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
水泽小妖召唤卷轴	1	90	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2045										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
火离小妖召唤卷轴	1	91	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2046										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
白骨骷髅召唤卷轴	1	92	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2047										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
碧血骷髅召唤卷轴	1	93	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2048										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
离火骷髅召唤卷轴	1	94	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2049										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
金罡骷髅召唤卷轴	1	95	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2050										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
青雏妖召唤卷轴	1	96	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2051										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
白雉精召唤卷轴	1	97	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2052										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
秃鹫怪召唤卷轴	1	98	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2053										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
九头鹰召唤卷轴	1	99	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2054										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
蜘蛛精召唤卷轴	1	100	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2055										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
黑寡妇召唤卷轴	1	101	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2056										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
蜈蚣精召唤卷轴	1	102	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2057										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
毒蝎精召唤卷轴	1	103	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2058										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
山膏兽召唤卷轴	1	104	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2059										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
蛮蛮兽召唤卷轴	1	105	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2060										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
犀渠兽召唤卷轴	1	106	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2061										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
朱厌兽召唤卷轴	1	107	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2062										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
怨灵召唤卷轴	1	108	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2063										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
疫使召唤卷轴	1	109	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2064										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
蛮尸召唤卷轴	1	110	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2065										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
煞灵召唤卷轴	1	111	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2066										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
赤焰鬼召唤卷轴	1	112	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2067										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
紫炎魔召唤卷轴	1	113	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2068										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
隐魂召唤卷轴	1	114	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2069										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
无常使召唤卷轴	1	115	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2070										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
金纹鱼怪召唤卷轴	1	116	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2071										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
东海虾兵召唤卷轴	1	117	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2072										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
东海蟹将召唤卷轴	1	118	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2073										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
巡海夜叉召唤卷轴	1	119	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2074										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
镇海夜叉召唤卷轴	1	120	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2075										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
犬戎刀骑兵召唤卷轴	1	121	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2076										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
犬戎弓骑兵召唤卷轴	1	122	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2077										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
犬戎蛮骑兵召唤卷轴	1	123	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2078										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
犬戎祭祀召唤卷轴	1	124	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2079										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
王庭侍卫召唤卷轴	1	125	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2080										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
王庭偏将召唤卷轴	1	126	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2081										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
王庭祭祀召唤卷轴	1	127	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2082										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
圣教喇嘛召唤卷轴	1	128	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2083										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
圣教护法召唤卷轴	1	129	0	0	336	召唤一只兰怪	questkey1	rw66	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2084										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
坏人卡（pk+1）	1	130	0	0	336	坏蛋	questkey1	rw14	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2085										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
10倍坏人卡（pk+10）	1	131	0	0	336	大坏蛋	questkey1	rw14	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2086										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
坏人卡·百人斩（pk+100）	1	132	0	0	336	超级无敌大坏蛋	questkey1	rw14	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2087										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
好人卡（pk-1）	1	133	0	0	336	对不起，你是一个好人	questkey1	rw14	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2088										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
好人卡·10连击（pk-10）	1	134	0	0	336	做人做得好，单身单到老	questkey1	rw14	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2089										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
超·好人卡（pk-100）	1	135	0	0	336	天下至好	questkey1	rw14	0				0	0	0	100			1	-1|-1|-1|-1|-1|-1|-1	2090										0	1.1.1.1.1.1								0	1	0	1	0	0			1	0	0	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
破烂衣服	1	136	0	0	336	一件破烂衣服。	questkey1	rw84	0				0	0	1	1			1	-1|-1|-1|-1|-1|-1|-1	797							2			0	1.1.1.1.1.1								0	1	0	0	0	0			0	0	1	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
乾坤袋	1	137	0	0	336	某些任务所需。	questkey1	rw77	0				0	0	1	1			1	-1|-1|-1|-1|-1|-1|-1	709						10				0	1.1.1.1.1.1								0	1	0	0	0	0			0	0	1	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
阴阳镜	1	138	0	0	336	慈航道人所有，肉死人，活万物，法力通玄，有夺造化之功。	questkey1	rw71	0				0	0	1	1			1	-1|-1|-1|-1|-1|-1|-1	780							2			0	1.1.1.1.1.1								0	1	0	0	0	0			1	0	1	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
万里云烟	1	139	0	0	336	基础技能：回到记忆中的城市	questkey1	rw7	0				0	0	1	1			1	-1|-1|-1|-1|-1|-1|-1	7										0	1.1.1.1.1.1								0	0	0	0	0	0			0	0	1	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
掌心雷	1	140	0	0	336	初级技能：对单体敌对目标造成6点火伤害，受50%咒法加成	questkey1	rw7	0				0	0	1	1			1	-1|-1|-1|-1|-1|-1|-1	5										0	1.1.1.1.1.1								0	0	0	0	0	0			0	0	1	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
怒斩	1	141	0	0	336	初级技能：对单体敌对目标造成4点近程物理伤害，受50%攻击加成	questkey1	rw7	0				0	0	1	1			1	-1|-1|-1|-1|-1|-1|-1	4										0	1.1.1.1.1.1								0	0	0	0	0	0			0	0	1	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
飞刀	1	142	0	0	336	初级技能：对单体敌对目标造成3点远程物理伤害，受50%攻击加成	questkey1	rw7	0				0	0	1	1			1	-1|-1|-1|-1|-1|-1|-1	6										0	1.1.1.1.1.1								0	0	0	0	0	0			0	0	1	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi	set:TaharezLook sd:PickWuqi		0	0
